2025-12-30 23:31:36,844 - [INFO] - === 开始处理 URL: https://www.frontiersin.org/articles/10.3389/fpsyg.2019.02991/full ===
2025-12-30 23:31:37,068 - [INFO] - === 开始处理 URL: https://revealbot.com/blog/facebook-influencer-marketing/ ===
2025-12-30 23:31:37,749 - [INFO] - === 开始处理 URL: https://www.benzinga.com/money/best-venture-capital-training/ ===
2025-12-30 23:31:37,871 - [INFO] - === 开始处理 URL: https://link.springer.com/article/10.1007/s12140-020-09332-z ===
2025-12-30 23:31:38,127 - [INFO] - === 开始处理 URL: https://www.researchgate.net/publication/338107402_The_Impact_of_Influencers_on_Online_Purchase_Intent ===
2025-12-30 23:31:38,140 - [INFO] - === 开始处理 URL: https://www.medicalnewstoday.com/articles/275361 ===
2025-12-30 23:31:38,158 - [INFO] - === 开始处理 URL: https://www.meltwater.com/en/products/social-influencers ===
2025-12-30 23:31:38,167 - [INFO] - === 开始处理 URL: https://grin.co/blog/a-guide-to-building-your-personal-brand-through-social-media/ ===
2025-12-30 23:31:38,402 - [INFO] - 已保存 [html] -> outputs/html_source/revealbot.com_blog_facebook-influencer-marketing__playwright.html (146.07 KB)
2025-12-30 23:31:38,402 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:38,415 - [INFO] - 已保存 [txt] -> outputs/clean_text/revealbot.com_blog_facebook-influencer-marketing__bs4.txt (41.85 KB)
2025-12-30 23:31:38,416 - [INFO] - === 开始处理 URL: https://influencemarketingnews.com/the-best-influencer-groups/ ===
2025-12-30 23:31:38,705 - [INFO] - === 开始处理 URL: https://www.benzinga.com/money/best-b2b-sales-courses/ ===
2025-12-30 23:31:38,714 - [INFO] - === 开始处理 URL: https://www.dailymail.co.uk/news/article-8665659/Social-media-influencer-turned-pornstar-BANNED-TikTok.html ===
2025-12-30 23:31:38,951 - [INFO] - 已保存 [html] -> outputs/html_source/www.researchgate.net_publication_338107402_The_Imp_playwright.html (25.32 KB)
2025-12-30 23:31:38,951 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:38,952 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.researchgate.net_publication_338107402_The_Imp_bs4.txt (0.22 KB)
2025-12-30 23:31:38,952 - [INFO] - === 开始处理 URL: https://www.format.com/magazine/resources/art/how-to-become-an-instagram-influencer ===
2025-12-30 23:31:39,504 - [WARNING] - Connection pool is full, discarding connection: www.chatnoir.eu. Connection pool size: 10
2025-12-30 23:31:39,507 - [INFO] - === 开始处理 URL: https://www.shortform.com/blog/gary-vee-story/ ===
2025-12-30 23:31:39,610 - [WARNING] - Connection pool is full, discarding connection: www.chatnoir.eu. Connection pool size: 10
2025-12-30 23:31:39,613 - [INFO] - === 开始处理 URL: https://reputationprotectiononline.com/check-online-reputation/ ===
2025-12-30 23:31:39,631 - [INFO] - 已保存 [html] -> outputs/html_source/www.medicalnewstoday.com_articles_275361_playwright.html (285.94 KB)
2025-12-30 23:31:39,631 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:39,641 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.medicalnewstoday.com_articles_275361_bs4.txt (15.19 KB)
2025-12-30 23:31:39,641 - [INFO] - === 开始处理 URL: https://squaremile.com/features/interview/luke-evans-interview/ ===
2025-12-30 23:31:39,944 - [WARNING] - Connection pool is full, discarding connection: www.chatnoir.eu. Connection pool size: 10
2025-12-30 23:31:39,946 - [INFO] - === 开始处理 URL: https://intellifluence.com/blog/what-is-a-digital-influencer ===
2025-12-30 23:31:40,004 - [WARNING] - Connection pool is full, discarding connection: www.chatnoir.eu. Connection pool size: 10
2025-12-30 23:31:40,006 - [INFO] - === 开始处理 URL: https://www.influglue.com/blog/adidass-success-story-of-influencer-marketing-its-time-for-other-brands-to-learn ===
2025-12-30 23:31:40,086 - [INFO] - 已保存 [html] -> outputs/html_source/link.springer.com_article_10.1007_s12140-020-09332_playwright.html (308.52 KB)
2025-12-30 23:31:40,086 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:40,107 - [INFO] - 已保存 [txt] -> outputs/clean_text/link.springer.com_article_10.1007_s12140-020-09332_bs4.txt (15.20 KB)
2025-12-30 23:31:40,107 - [INFO] - === 开始处理 URL: https://www.researchgate.net/publication/338107402_The_Impact_of_Influencers_on_Online_Purchase_Intent ===
2025-12-30 23:31:40,363 - [WARNING] - Connection pool is full, discarding connection: www.chatnoir.eu. Connection pool size: 10
2025-12-30 23:31:40,364 - [INFO] - === 开始处理 URL: https://www.tandfonline.com/doi/full/10.1080/00913367.2021.1977737 ===
2025-12-30 23:31:43,612 - [INFO] - 已保存 [html] -> outputs/html_source/www.frontiersin.org_articles_10.3389_fpsyg.2019.02_playwright.html (487.08 KB)
2025-12-30 23:31:43,613 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:43,633 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.frontiersin.org_articles_10.3389_fpsyg.2019.02_bs4.txt (59.27 KB)
2025-12-30 23:31:43,633 - [INFO] - === 开始处理 URL: https://www.scribd.com/doc/61054347/Rojek-2001-Celebrity ===
2025-12-30 23:31:43,925 - [INFO] - 已保存 [html] -> outputs/html_source/www.shortform.com_blog_gary-vee-story__playwright.html (109.14 KB)
2025-12-30 23:31:43,926 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:43,934 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.shortform.com_blog_gary-vee-story__bs4.txt (4.83 KB)
2025-12-30 23:31:43,934 - [INFO] - === 开始处理 URL: https://www.influglue.com/blog/adidass-success-story-of-influencer-marketing-its-time-for-other-brands-to-learn ===
2025-12-30 23:31:44,630 - [INFO] - 已保存 [html] -> outputs/html_source/www.researchgate.net_publication_338107402_The_Imp_playwright.html (25.36 KB)
2025-12-30 23:31:44,631 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:44,632 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.researchgate.net_publication_338107402_The_Imp_bs4.txt (0.22 KB)
2025-12-30 23:31:44,632 - [INFO] - === 开始处理 URL: https://www.researchgate.net/publication/263157878_School-based_management_developments_Challenges_and_impacts ===
2025-12-30 23:31:45,722 - [INFO] - 已保存 [html] -> outputs/html_source/influencemarketingnews.com_the-best-influencer-gro_playwright.html (60.83 KB)
2025-12-30 23:31:45,722 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:45,726 - [INFO] - 已保存 [txt] -> outputs/clean_text/influencemarketingnews.com_the-best-influencer-gro_bs4.txt (1.04 KB)
2025-12-30 23:31:45,726 - [INFO] - === 开始处理 URL: https://mediakix.com/blog/facebook-for-creators/ ===
2025-12-30 23:31:45,863 - [INFO] - 已保存 [html] -> outputs/html_source/intellifluence.com_blog_what-is-a-digital-influenc_playwright.html (121.90 KB)
2025-12-30 23:31:45,863 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:45,877 - [INFO] - 已保存 [txt] -> outputs/clean_text/intellifluence.com_blog_what-is-a-digital-influenc_bs4.txt (7.12 KB)
2025-12-30 23:31:45,877 - [INFO] - === 开始处理 URL: https://www.virtualhumans.org/article/what-is-a-virtual-influencer-virtual-influencers-defined-and-explained ===
2025-12-30 23:31:46,626 - [INFO] - 已保存 [html] -> outputs/html_source/www.researchgate.net_publication_263157878_School-_playwright.html (25.36 KB)
2025-12-30 23:31:46,626 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:46,628 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.researchgate.net_publication_263157878_School-_bs4.txt (0.22 KB)
2025-12-30 23:31:46,628 - [INFO] - === 开始处理 URL: https://www.emerald.com/insight/content/doi/10.1108/INTR-06-2018-0270/full/html ===
2025-12-30 23:31:49,353 - [INFO] - 已保存 [html] -> outputs/html_source/squaremile.com_features_interview_luke-evans-inter_playwright.html (221.82 KB)
2025-12-30 23:31:49,354 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:49,366 - [INFO] - 已保存 [txt] -> outputs/clean_text/squaremile.com_features_interview_luke-evans-inter_bs4.txt (17.24 KB)
2025-12-30 23:31:49,366 - [INFO] - === 开始处理 URL: https://www.bbc.co.uk/newsround/59588119 ===
2025-12-30 23:31:49,959 - [INFO] - 已保存 [html] -> outputs/html_source/www.format.com_magazine_resources_art_how-to-becom_playwright.html (441.03 KB)
2025-12-30 23:31:49,959 - [INFO] - --- 开始解析 HTML 为文档格式 ---
2025-12-30 23:31:49,977 - [INFO] - 已保存 [txt] -> outputs/clean_text/www.format.com_magazine_resources_art_how-to-becom_bs4.txt (23.80 KB)
2025-12-30 23:31:49,977 - [INFO] - === 开始处理 URL: https://www.researchgate.net/publication/271820619_Following_Celebrities'_Tweets_About_Brands_The_Impact_of_Twitter-Based_Electronic_Word-of-Mouth_on_Consumers'_Source_Credibility_Perception_Buying_Intention_and_Social_Identification_With_Celebrities ===
2025-12-30 23:31:50,178 - [ERROR] - [Playwright] Error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://mediakix.com/blog/facebook-for-creators/
Call log:
  - navigating to "https://mediakix.com/blog/facebook-for-creators/", waiting until "domcontentloaded"

2025-12-30 23:31:50,178 - [ERROR] - 所有工具均未能获取有效 HTML，无法进行解析。
2025-12-30 23:31:50,178 - [INFO] - === 开始处理 URL: https://influencermarketinghub.com/top-facebook-influencers/ ===
